,Country Name,Country Code,Year,HR Protect Score,ID_col
2486,Djibouti,DJI,2005,0.016541999999999998,DJI05
2487,Djibouti,DJI,2006,0.026284,DJI06
2488,Djibouti,DJI,2007,0.107,DJI07
2489,Djibouti,DJI,2008,0.295687,DJI08
2490,Djibouti,DJI,2009,0.351606,DJI09
2491,Djibouti,DJI,2010,0.20033399999999998,DJI10
2492,Djibouti,DJI,2011,-0.138497,DJI11
2493,Djibouti,DJI,2012,-0.28065999999999997,DJI12
2494,Djibouti,DJI,2013,-0.33671599999999996,DJI13
2495,Djibouti,DJI,2014,-0.327314,DJI14
2508,Dominica,DMA,1990,0.984874,DMA90
2509,Dominica,DMA,1991,0.9903420000000001,DMA91
2510,Dominica,DMA,1992,0.9950379999999999,DMA92
2511,Dominica,DMA,1993,0.995619,DMA93
2512,Dominica,DMA,1994,1.0022799999999998,DMA94
2513,Dominica,DMA,1995,1.00423,DMA95
2514,Dominica,DMA,1996,0.9979979999999999,DMA96
2515,Dominica,DMA,1997,0.9980450000000001,DMA97
2516,Dominica,DMA,1998,0.9947229999999999,DMA98
2517,Dominica,DMA,1999,0.9895079999999999,DMA99
2518,Dominica,DMA,2000,0.9831139999999999,DMA00
2519,Dominica,DMA,2001,0.9808389999999999,DMA01
2520,Dominica,DMA,2002,0.963772,DMA02
2521,Dominica,DMA,2003,0.945232,DMA03
2522,Dominica,DMA,2004,0.902409,DMA04
2523,Dominica,DMA,2005,0.841032,DMA05
2524,Dominica,DMA,2006,0.8946379999999999,DMA06
2525,Dominica,DMA,2007,0.9235549999999999,DMA07
2526,Dominica,DMA,2008,1.0684200000000001,DMA08
2527,Dominica,DMA,2009,1.20868,DMA09
2528,Dominica,DMA,2010,1.36222,DMA10
2529,Dominica,DMA,2011,1.43854,DMA11
2530,Dominica,DMA,2012,1.43529,DMA12
2531,Dominica,DMA,2013,1.43324,DMA13
2532,Dominica,DMA,2014,1.43141,DMA14
2574,Dominican Republic,DOM,1990,0.285532,DOM90
2575,Dominican Republic,DOM,1991,0.169008,DOM91
2576,Dominican Republic,DOM,1992,0.062334,DOM92
2577,Dominican Republic,DOM,1993,0.071377,DOM93
2578,Dominican Republic,DOM,1994,-0.057808000000000005,DOM94
2579,Dominican Republic,DOM,1995,-0.11836400000000001,DOM95
2580,Dominican Republic,DOM,1996,-0.403343,DOM96
2581,Dominican Republic,DOM,1997,-0.503289,DOM97
2582,Dominican Republic,DOM,1998,-0.613186,DOM98
2583,Dominican Republic,DOM,1999,-0.5802350000000001,DOM99
2584,Dominican Republic,DOM,2000,-0.513039,DOM00
2585,Dominican Republic,DOM,2001,-0.49804799999999994,DOM01
2586,Dominican Republic,DOM,2002,-0.39281900000000003,DOM02
2587,Dominican Republic,DOM,2003,-0.46074799999999994,DOM03
2588,Dominican Republic,DOM,2004,-0.467451,DOM04
2589,Dominican Republic,DOM,2005,-0.567347,DOM05
2590,Dominican Republic,DOM,2006,-0.6779470000000001,DOM06
2591,Dominican Republic,DOM,2007,-0.772703,DOM07
2592,Dominican Republic,DOM,2008,-0.9778120000000001,DOM08
2593,Dominican Republic,DOM,2009,-1.02293,DOM09
2594,Dominican Republic,DOM,2010,-0.950729,DOM10
2595,Dominican Republic,DOM,2011,-0.869136,DOM11
2596,Dominican Republic,DOM,2012,-0.717997,DOM12
2597,Dominican Republic,DOM,2013,-0.653035,DOM13
2598,Dominican Republic,DOM,2014,-0.6301770000000001,DOM14
2640,East Germany,OWID_GDR,1990,0.732431,OWID_GDR90
2682,Ecuador,ECU,1990,-0.490892,ECU90
2683,Ecuador,ECU,1991,-0.398429,ECU91
2684,Ecuador,ECU,1992,-0.440445,ECU92
2685,Ecuador,ECU,1993,-0.340539,ECU93
2686,Ecuador,ECU,1994,-0.176645,ECU94
2687,Ecuador,ECU,1995,-0.15683,ECU95
2688,Ecuador,ECU,1996,-0.208614,ECU96
2689,Ecuador,ECU,1997,-0.317389,ECU97
2690,Ecuador,ECU,1998,-0.39562800000000004,ECU98
2691,Ecuador,ECU,1999,-0.503128,ECU99
2692,Ecuador,ECU,2000,-0.465059,ECU00
2693,Ecuador,ECU,2001,-0.548618,ECU01
2694,Ecuador,ECU,2002,-0.547284,ECU02
2695,Ecuador,ECU,2003,-0.595901,ECU03
2696,Ecuador,ECU,2004,-0.542037,ECU04
2697,Ecuador,ECU,2005,-0.510763,ECU05
2698,Ecuador,ECU,2006,-0.502317,ECU06
2699,Ecuador,ECU,2007,-0.457236,ECU07
2700,Ecuador,ECU,2008,-0.338071,ECU08
2701,Ecuador,ECU,2009,-0.24768600000000002,ECU09
2702,Ecuador,ECU,2010,-0.110824,ECU10
2703,Ecuador,ECU,2011,-0.152108,ECU11
2704,Ecuador,ECU,2012,-0.06829099999999999,ECU12
2705,Ecuador,ECU,2013,0.06349199999999999,ECU13
2706,Ecuador,ECU,2014,0.06511,ECU14
2748,Egypt,EGY,1990,-0.649048,EGY90
2749,Egypt,EGY,1991,-0.698296,EGY91
2750,Egypt,EGY,1992,-0.782323,EGY92
2751,Egypt,EGY,1993,-1.02074,EGY93
2752,Egypt,EGY,1994,-1.0958,EGY94
2753,Egypt,EGY,1995,-1.09891,EGY95
2754,Egypt,EGY,1996,-1.0161200000000001,EGY96
2755,Egypt,EGY,1997,-0.9709780000000001,EGY97
2756,Egypt,EGY,1998,-0.771307,EGY98
2757,Egypt,EGY,1999,-0.772461,EGY99
2758,Egypt,EGY,2000,-0.752317,EGY00
2759,Egypt,EGY,2001,-0.882626,EGY01
2760,Egypt,EGY,2002,-0.98154,EGY02
2761,Egypt,EGY,2003,-1.02948,EGY03
2762,Egypt,EGY,2004,-1.05283,EGY04
2763,Egypt,EGY,2005,-1.0922100000000001,EGY05
2764,Egypt,EGY,2006,-1.07156,EGY06
2765,Egypt,EGY,2007,-0.985975,EGY07
2766,Egypt,EGY,2008,-1.02274,EGY08
2767,Egypt,EGY,2009,-1.05586,EGY09
2768,Egypt,EGY,2010,-1.14949,EGY10
2769,Egypt,EGY,2011,-1.25403,EGY11
2770,Egypt,EGY,2012,-1.12879,EGY12
2771,Egypt,EGY,2013,-1.3385200000000002,EGY13
2772,Egypt,EGY,2014,-1.4170399999999999,EGY14
2814,El Salvador,SLV,1990,-1.5850600000000001,SLV90
2815,El Salvador,SLV,1991,-1.40645,SLV91
2816,El Salvador,SLV,1992,-1.06977,SLV92
2817,El Salvador,SLV,1993,-0.712627,SLV93
2818,El Salvador,SLV,1994,-0.369621,SLV94
2819,El Salvador,SLV,1995,-0.064813,SLV95
2820,El Salvador,SLV,1996,0.010017,SLV96
2821,El Salvador,SLV,1997,0.13335,SLV97
2822,El Salvador,SLV,1998,0.170352,SLV98
2823,El Salvador,SLV,1999,-0.047869,SLV99
2824,El Salvador,SLV,2000,-0.008411,SLV00
2825,El Salvador,SLV,2001,0.2077,SLV01
2826,El Salvador,SLV,2002,0.19029400000000002,SLV02
2827,El Salvador,SLV,2003,-0.09537000000000001,SLV03
2828,El Salvador,SLV,2004,-0.150266,SLV04
2829,El Salvador,SLV,2005,-0.20705900000000002,SLV05
2830,El Salvador,SLV,2006,-0.3423,SLV06
2831,El Salvador,SLV,2007,-0.380436,SLV07
2832,El Salvador,SLV,2008,-0.28941999999999996,SLV08
2833,El Salvador,SLV,2009,-0.253303,SLV09
2834,El Salvador,SLV,2010,-0.244265,SLV10
2835,El Salvador,SLV,2011,-0.26010700000000003,SLV11
2836,El Salvador,SLV,2012,-0.233604,SLV12
2837,El Salvador,SLV,2013,-0.30842600000000003,SLV13
2838,El Salvador,SLV,2014,-0.297847,SLV14
2861,Equatorial Guinea,GNQ,1990,-0.256683,GNQ90
2862,Equatorial Guinea,GNQ,1991,-0.535665,GNQ91
2863,Equatorial Guinea,GNQ,1992,-0.692627,GNQ92
2864,Equatorial Guinea,GNQ,1993,-0.7992060000000001,GNQ93
2865,Equatorial Guinea,GNQ,1994,-0.9246639999999999,GNQ94
2866,Equatorial Guinea,GNQ,1995,-0.90264,GNQ95
2867,Equatorial Guinea,GNQ,1996,-0.762258,GNQ96
2868,Equatorial Guinea,GNQ,1997,-0.656392,GNQ97
2869,Equatorial Guinea,GNQ,1998,-0.6143,GNQ98
2870,Equatorial Guinea,GNQ,1999,-0.527909,GNQ99
2871,Equatorial Guinea,GNQ,2000,-0.43327200000000005,GNQ00
2872,Equatorial Guinea,GNQ,2001,-0.44354399999999994,GNQ01
2873,Equatorial Guinea,GNQ,2002,-0.474624,GNQ02
2874,Equatorial Guinea,GNQ,2003,-0.46272299999999994,GNQ03
2875,Equatorial Guinea,GNQ,2004,-0.590128,GNQ04
2876,Equatorial Guinea,GNQ,2005,-0.678253,GNQ05
2877,Equatorial Guinea,GNQ,2006,-0.665878,GNQ06
2878,Equatorial Guinea,GNQ,2007,-0.6557430000000001,GNQ07
2879,Equatorial Guinea,GNQ,2008,-0.721214,GNQ08
2880,Equatorial Guinea,GNQ,2009,-0.707543,GNQ09
2881,Equatorial Guinea,GNQ,2010,-0.733817,GNQ10
2882,Equatorial Guinea,GNQ,2011,-0.541117,GNQ11
2883,Equatorial Guinea,GNQ,2012,-0.537621,GNQ12
2884,Equatorial Guinea,GNQ,2013,-0.518884,GNQ13
2885,Equatorial Guinea,GNQ,2014,-0.500428,GNQ14
2886,Eritrea,ERI,1993,0.84696,ERI93
2887,Eritrea,ERI,1994,0.8512430000000001,ERI94
2888,Eritrea,ERI,1995,0.754518,ERI95
2889,Eritrea,ERI,1996,0.483325,ERI96
2890,Eritrea,ERI,1997,0.092408,ERI97
2891,Eritrea,ERI,1998,-0.289738,ERI98
2892,Eritrea,ERI,1999,-0.400837,ERI99
2893,Eritrea,ERI,2000,-0.28434299999999996,ERI00
2894,Eritrea,ERI,2001,-0.344652,ERI01
2895,Eritrea,ERI,2002,-0.321449,ERI02
2896,Eritrea,ERI,2003,-0.572679,ERI03
2897,Eritrea,ERI,2004,-0.7378,ERI04
2898,Eritrea,ERI,2005,-0.882547,ERI05
2899,Eritrea,ERI,2006,-1.1161,ERI06
2900,Eritrea,ERI,2007,-1.2106700000000001,ERI07
2901,Eritrea,ERI,2008,-1.27629,ERI08
2902,Eritrea,ERI,2009,-1.3023,ERI09
2903,Eritrea,ERI,2010,-1.3974600000000001,ERI10
2904,Eritrea,ERI,2011,-1.4150200000000002,ERI11
2905,Eritrea,ERI,2012,-1.36916,ERI12
2906,Eritrea,ERI,2013,-1.2864,ERI13
2907,Eritrea,ERI,2014,-1.18919,ERI14
2913,Estonia,EST,1990,0.064752,EST90
2914,Estonia,EST,1991,0.32442,EST91
2915,Estonia,EST,1992,0.589769,EST92
2916,Estonia,EST,1993,0.736106,EST93
2917,Estonia,EST,1994,0.9206040000000001,EST94
2918,Estonia,EST,1995,1.08687,EST95
2919,Estonia,EST,1996,1.0427600000000001,EST96
2920,Estonia,EST,1997,1.04656,EST97
2921,Estonia,EST,1998,1.20617,EST98
2922,Estonia,EST,1999,1.31704,EST99
2923,Estonia,EST,2000,1.3486200000000002,EST00
2924,Estonia,EST,2001,1.23995,EST01
2925,Estonia,EST,2002,1.07007,EST02
2926,Estonia,EST,2003,1.17549,EST03
2927,Estonia,EST,2004,1.15377,EST04
2928,Estonia,EST,2005,1.15955,EST05
2929,Estonia,EST,2006,1.1789100000000001,EST06
2930,Estonia,EST,2007,1.04797,EST07
2931,Estonia,EST,2008,1.1735,EST08
2932,Estonia,EST,2009,1.3302,EST09
2933,Estonia,EST,2010,1.4047,EST10
2934,Estonia,EST,2011,1.4763899999999999,EST11
2935,Estonia,EST,2012,1.56774,EST12
2936,Estonia,EST,2013,1.58734,EST13
2937,Estonia,EST,2014,1.59102,EST14
2979,Ethiopia,ETH,1990,-1.69833,ETH90
2980,Ethiopia,ETH,1991,-1.53177,ETH91
2981,Ethiopia,ETH,1992,-1.13202,ETH92
2982,Ethiopia,ETH,1993,-1.0564,ETH93
2983,Ethiopia,ETH,1994,-1.1927,ETH94
2984,Ethiopia,ETH,1995,-1.08208,ETH95
2985,Ethiopia,ETH,1996,-0.9006959999999999,ETH96
2986,Ethiopia,ETH,1997,-0.860825,ETH97
2987,Ethiopia,ETH,1998,-0.9438049999999999,ETH98
2988,Ethiopia,ETH,1999,-1.04561,ETH99
2989,Ethiopia,ETH,2000,-1.0298,ETH00
2990,Ethiopia,ETH,2001,-1.05062,ETH01
2991,Ethiopia,ETH,2002,-1.2788700000000002,ETH02
2992,Ethiopia,ETH,2003,-1.39255,ETH03
2993,Ethiopia,ETH,2004,-1.42539,ETH04
2994,Ethiopia,ETH,2005,-1.4050200000000002,ETH05
2995,Ethiopia,ETH,2006,-1.37094,ETH06
2996,Ethiopia,ETH,2007,-1.3805100000000001,ETH07
2997,Ethiopia,ETH,2008,-1.2297799999999999,ETH08
2998,Ethiopia,ETH,2009,-1.07443,ETH09
2999,Ethiopia,ETH,2010,-1.04942,ETH10
3000,Ethiopia,ETH,2011,-1.00758,ETH11
3001,Ethiopia,ETH,2012,-0.969849,ETH12
3002,Ethiopia,ETH,2013,-0.817249,ETH13
3003,Ethiopia,ETH,2014,-0.778795,ETH14
3024,Fiji,FJI,1990,0.779125,FJI90
3025,Fiji,FJI,1991,0.9547829999999999,FJI91
3026,Fiji,FJI,1992,1.09238,FJI92
3027,Fiji,FJI,1993,1.21028,FJI93
3028,Fiji,FJI,1994,1.3163,FJI94
3029,Fiji,FJI,1995,1.3269799999999998,FJI95
3030,Fiji,FJI,1996,1.2454100000000001,FJI96
3031,Fiji,FJI,1997,1.15531,FJI97
3032,Fiji,FJI,1998,1.01264,FJI98
3033,Fiji,FJI,1999,0.783328,FJI99
3034,Fiji,FJI,2000,0.349488,FJI00
3035,Fiji,FJI,2001,0.325751,FJI01
3036,Fiji,FJI,2002,0.472822,FJI02
3037,Fiji,FJI,2003,0.537652,FJI03
3038,Fiji,FJI,2004,0.562488,FJI04
3039,Fiji,FJI,2005,0.559668,FJI05
3040,Fiji,FJI,2006,0.350426,FJI06
3041,Fiji,FJI,2007,0.217086,FJI07
3042,Fiji,FJI,2008,0.33869499999999997,FJI08
3043,Fiji,FJI,2009,0.381033,FJI09
3044,Fiji,FJI,2010,0.383269,FJI10
3045,Fiji,FJI,2011,0.351591,FJI11
3046,Fiji,FJI,2012,0.37666,FJI12
3047,Fiji,FJI,2013,0.37585999999999997,FJI13
3048,Fiji,FJI,2014,0.385479,FJI14
3090,Finland,FIN,1990,2.20414,FIN90
3091,Finland,FIN,1991,2.39431,FIN91
3092,Finland,FIN,1992,2.54732,FIN92
3093,Finland,FIN,1993,2.66394,FIN93
3094,Finland,FIN,1994,2.74935,FIN94
3095,Finland,FIN,1995,2.81933,FIN95
3096,Finland,FIN,1996,2.85806,FIN96
3097,Finland,FIN,1997,2.8639,FIN97
3098,Finland,FIN,1998,2.8443099999999997,FIN98
3099,Finland,FIN,1999,2.79373,FIN99
3100,Finland,FIN,2000,2.71128,FIN00
3101,Finland,FIN,2001,2.61061,FIN01
3102,Finland,FIN,2002,2.48469,FIN02
3103,Finland,FIN,2003,2.32781,FIN03
3104,Finland,FIN,2004,2.22778,FIN04
3105,Finland,FIN,2005,2.08752,FIN05
3106,Finland,FIN,2006,1.9892400000000001,FIN06
3107,Finland,FIN,2007,1.93465,FIN07
3108,Finland,FIN,2008,1.9160400000000002,FIN08
3109,Finland,FIN,2009,1.91884,FIN09
3110,Finland,FIN,2010,1.96207,FIN10
3111,Finland,FIN,2011,2.0469999999999997,FIN11
3112,Finland,FIN,2012,2.07935,FIN12
3113,Finland,FIN,2013,2.08575,FIN13
3114,Finland,FIN,2014,2.0836,FIN14
3156,France,FRA,1990,1.1903,FRA90
3157,France,FRA,1991,1.3826399999999999,FRA91
3158,France,FRA,1992,1.44818,FRA92
3159,France,FRA,1993,1.29026,FRA93
3160,France,FRA,1994,1.21928,FRA94
3161,France,FRA,1995,1.03719,FRA95
3162,France,FRA,1996,1.0280200000000002,FRA96
3163,France,FRA,1997,1.02369,FRA97
3164,France,FRA,1998,0.86971,FRA98
3165,France,FRA,1999,0.707112,FRA99
3166,France,FRA,2000,0.7019479999999999,FRA00
3167,France,FRA,2001,0.6255539999999999,FRA01
3168,France,FRA,2002,0.529675,FRA02
3169,France,FRA,2003,0.397417,FRA03
3170,France,FRA,2004,0.457784,FRA04
3171,France,FRA,2005,0.556992,FRA05
3172,France,FRA,2006,0.6266930000000001,FRA06
3173,France,FRA,2007,0.701749,FRA07
3174,France,FRA,2008,0.824052,FRA08
3175,France,FRA,2009,0.9630780000000001,FRA09
3176,France,FRA,2010,1.0457299999999998,FRA10
3177,France,FRA,2011,1.10715,FRA11
3178,France,FRA,2012,1.18628,FRA12
3179,France,FRA,2013,1.30073,FRA13
3180,France,FRA,2014,1.29703,FRA14
3211,Gabon,GAB,1990,0.474743,GAB90
3212,Gabon,GAB,1991,0.414962,GAB91
3213,Gabon,GAB,1992,0.323467,GAB92
3214,Gabon,GAB,1993,0.053815999999999996,GAB93
3215,Gabon,GAB,1994,-0.111951,GAB94
3216,Gabon,GAB,1995,0.24957800000000002,GAB95
3217,Gabon,GAB,1996,0.374774,GAB96
3218,Gabon,GAB,1997,0.418972,GAB97
3219,Gabon,GAB,1998,0.504153,GAB98
3220,Gabon,GAB,1999,0.557193,GAB99
3221,Gabon,GAB,2000,0.615632,GAB00
3222,Gabon,GAB,2001,0.541666,GAB01
3223,Gabon,GAB,2002,0.537552,GAB02
3224,Gabon,GAB,2003,0.46638500000000005,GAB03
3225,Gabon,GAB,2004,0.289486,GAB04
3226,Gabon,GAB,2005,0.011034,GAB05
3227,Gabon,GAB,2006,-0.09200599999999999,GAB06
3228,Gabon,GAB,2007,-0.031001,GAB07
3229,Gabon,GAB,2008,-0.01039,GAB08
3230,Gabon,GAB,2009,0.065131,GAB09
3231,Gabon,GAB,2010,0.22515900000000003,GAB10
3232,Gabon,GAB,2011,0.302721,GAB11
3233,Gabon,GAB,2012,0.324073,GAB12
3234,Gabon,GAB,2013,0.327833,GAB13
3235,Gabon,GAB,2014,0.321965,GAB14
3261,Gambia,GMB,1990,1.21929,GMB90
3262,Gambia,GMB,1991,1.22209,GMB91
3263,Gambia,GMB,1992,1.20272,GMB92
3264,Gambia,GMB,1993,0.9713440000000001,GMB93
3265,Gambia,GMB,1994,0.490252,GMB94
3266,Gambia,GMB,1995,0.215496,GMB95
3267,Gambia,GMB,1996,0.300662,GMB96
3268,Gambia,GMB,1997,0.347951,GMB97
3269,Gambia,GMB,1998,0.402925,GMB98
3270,Gambia,GMB,1999,0.309296,GMB99
3271,Gambia,GMB,2000,0.093449,GMB00
3272,Gambia,GMB,2001,0.109604,GMB01
3273,Gambia,GMB,2002,0.32017199999999996,GMB02
3274,Gambia,GMB,2003,0.32907600000000004,GMB03
3275,Gambia,GMB,2004,0.271527,GMB04
3276,Gambia,GMB,2005,0.11031600000000001,GMB05
3277,Gambia,GMB,2006,-0.24559,GMB06
3278,Gambia,GMB,2007,-0.262044,GMB07
3279,Gambia,GMB,2008,-0.22390900000000002,GMB08
3280,Gambia,GMB,2009,-0.369977,GMB09
3281,Gambia,GMB,2010,-0.473904,GMB10
3282,Gambia,GMB,2011,-0.548887,GMB11
3283,Gambia,GMB,2012,-0.544628,GMB12
3284,Gambia,GMB,2013,-0.531408,GMB13
3285,Gambia,GMB,2014,-0.5048779999999999,GMB14
3286,Georgia,GEO,1991,-1.05513,GEO91
3287,Georgia,GEO,1992,-1.20143,GEO92
3288,Georgia,GEO,1993,-1.28148,GEO93
3289,Georgia,GEO,1994,-1.02194,GEO94
3290,Georgia,GEO,1995,-0.8053319999999999,GEO95
3291,Georgia,GEO,1996,-0.800719,GEO96
3292,Georgia,GEO,1997,-0.885545,GEO97
3293,Georgia,GEO,1998,-0.957309,GEO98
3294,Georgia,GEO,1999,-0.7200880000000001,GEO99
3295,Georgia,GEO,2000,-0.457604,GEO00
3296,Georgia,GEO,2001,-0.49977,GEO01
3297,Georgia,GEO,2002,-0.49336599999999997,GEO02
3298,Georgia,GEO,2003,-0.5170779999999999,GEO03
3299,Georgia,GEO,2004,-0.5084420000000001,GEO04
3300,Georgia,GEO,2005,-0.446562,GEO05
3301,Georgia,GEO,2006,-0.489572,GEO06
3302,Georgia,GEO,2007,-0.486843,GEO07
3303,Georgia,GEO,2008,-0.44652600000000003,GEO08
3304,Georgia,GEO,2009,-0.238102,GEO09
3305,Georgia,GEO,2010,-0.307332,GEO10
3306,Georgia,GEO,2011,-0.231526,GEO11
3307,Georgia,GEO,2012,-0.09729199999999999,GEO12
3308,Georgia,GEO,2013,0.081178,GEO13
3309,Georgia,GEO,2014,0.083582,GEO14
3310,Germany,DEU,1990,1.57355,DEU90
3311,Germany,DEU,1991,1.58847,DEU91
3312,Germany,DEU,1992,1.4289399999999999,DEU92
3313,Germany,DEU,1993,1.3052700000000002,DEU93
3314,Germany,DEU,1994,1.1741,DEU94
3315,Germany,DEU,1995,1.08554,DEU95
3316,Germany,DEU,1996,1.22559,DEU96
3317,Germany,DEU,1997,1.26899,DEU97
3318,Germany,DEU,1998,1.2565899999999999,DEU98
3319,Germany,DEU,1999,1.08894,DEU99
3320,Germany,DEU,2000,1.12521,DEU00
3321,Germany,DEU,2001,0.924873,DEU01
3322,Germany,DEU,2002,0.924375,DEU02
3323,Germany,DEU,2003,0.847651,DEU03
3324,Germany,DEU,2004,0.929931,DEU04
3325,Germany,DEU,2005,1.25512,DEU05
3326,Germany,DEU,2006,1.5293299999999999,DEU06
3327,Germany,DEU,2007,1.67071,DEU07
3328,Germany,DEU,2008,1.71155,DEU08
3329,Germany,DEU,2009,1.80427,DEU09
3330,Germany,DEU,2010,1.8171,DEU10
3331,Germany,DEU,2011,1.8578299999999999,DEU11
3332,Germany,DEU,2012,1.9262400000000002,DEU12
3333,Germany,DEU,2013,1.97088,DEU13
3334,Germany,DEU,2014,1.9785599999999999,DEU14
3368,Ghana,GHA,1990,0.299727,GHA90
3369,Ghana,GHA,1991,0.30589099999999997,GHA91
3370,Ghana,GHA,1992,0.417695,GHA92
3371,Ghana,GHA,1993,0.42974399999999996,GHA93
3372,Ghana,GHA,1994,0.393945,GHA94
3373,Ghana,GHA,1995,0.41754300000000005,GHA95
3374,Ghana,GHA,1996,0.464697,GHA96
3375,Ghana,GHA,1997,0.38806199999999996,GHA97
3376,Ghana,GHA,1998,0.339291,GHA98
3377,Ghana,GHA,1999,0.192004,GHA99
3378,Ghana,GHA,2000,0.100381,GHA00
3379,Ghana,GHA,2001,-0.040407,GHA01
3380,Ghana,GHA,2002,-0.09059099999999999,GHA02
3381,Ghana,GHA,2003,-0.057755999999999995,GHA03
3382,Ghana,GHA,2004,-0.028100999999999998,GHA04
3383,Ghana,GHA,2005,-0.017726,GHA05
3384,Ghana,GHA,2006,-0.137703,GHA06
3385,Ghana,GHA,2007,-0.190046,GHA07
3386,Ghana,GHA,2008,-0.235706,GHA08
3387,Ghana,GHA,2009,-0.291327,GHA09
3388,Ghana,GHA,2010,-0.388702,GHA10
3389,Ghana,GHA,2011,-0.368528,GHA11
3390,Ghana,GHA,2012,-0.225942,GHA12
3391,Ghana,GHA,2013,-0.096509,GHA13
3392,Ghana,GHA,2014,-0.09159099999999999,GHA14
3434,Greece,GRC,1990,0.712758,GRC90
3435,Greece,GRC,1991,0.808998,GRC91
3436,Greece,GRC,1992,0.641666,GRC92
3437,Greece,GRC,1993,0.40093,GRC93
3438,Greece,GRC,1994,0.32961999999999997,GRC94
3439,Greece,GRC,1995,0.398936,GRC95
3440,Greece,GRC,1996,0.542283,GRC96
3441,Greece,GRC,1997,0.60893,GRC97
3442,Greece,GRC,1998,0.708531,GRC98
3443,Greece,GRC,1999,0.71653,GRC99
3444,Greece,GRC,2000,0.7524489999999999,GRC00
3445,Greece,GRC,2001,0.5806140000000001,GRC01
3446,Greece,GRC,2002,0.49378999999999995,GRC02
3447,Greece,GRC,2003,0.38404499999999997,GRC03
3448,Greece,GRC,2004,0.37234,GRC04
3449,Greece,GRC,2005,0.285273,GRC05
3450,Greece,GRC,2006,0.072626,GRC06
3451,Greece,GRC,2007,-0.00863,GRC07
3452,Greece,GRC,2008,-0.040117,GRC08
3453,Greece,GRC,2009,0.065102,GRC09
3454,Greece,GRC,2010,0.226005,GRC10
3455,Greece,GRC,2011,0.280361,GRC11
3456,Greece,GRC,2012,0.5019319999999999,GRC12
3457,Greece,GRC,2013,0.75616,GRC13
3458,Greece,GRC,2014,0.754659,GRC14
3475,Grenada,GRD,1990,1.9466,GRD90
3476,Grenada,GRD,1991,1.9964,GRD91
3477,Grenada,GRD,1992,2.02833,GRD92
3478,Grenada,GRD,1993,2.0391,GRD93
3479,Grenada,GRD,1994,2.05789,GRD94
3480,Grenada,GRD,1995,2.0632599999999996,GRD95
3481,Grenada,GRD,1996,2.0463299999999998,GRD96
3482,Grenada,GRD,1997,2.0344,GRD97
3483,Grenada,GRD,1998,2.00785,GRD98
3484,Grenada,GRD,1999,1.979,GRD99
3485,Grenada,GRD,2000,1.9494799999999999,GRD00
3486,Grenada,GRD,2001,1.9114799999999998,GRD01
3487,Grenada,GRD,2002,1.82308,GRD02
3488,Grenada,GRD,2003,1.71642,GRD03
3489,Grenada,GRD,2004,1.55564,GRD04
3490,Grenada,GRD,2005,1.40952,GRD05
3491,Grenada,GRD,2006,1.36361,GRD06
3492,Grenada,GRD,2007,1.33631,GRD07
3493,Grenada,GRD,2008,1.29526,GRD08
3494,Grenada,GRD,2009,1.2409999999999999,GRD09
3495,Grenada,GRD,2010,1.14714,GRD10
3496,Grenada,GRD,2011,0.996246,GRD11
3497,Grenada,GRD,2012,1.14329,GRD12
3498,Grenada,GRD,2013,1.21262,GRD13
3499,Grenada,GRD,2014,1.21187,GRD14
3541,Guatemala,GTM,1990,-1.9780900000000001,GTM90
3542,Guatemala,GTM,1991,-1.74291,GTM91
3543,Guatemala,GTM,1992,-1.6295,GTM92
3544,Guatemala,GTM,1993,-1.59612,GTM93
3545,Guatemala,GTM,1994,-1.7366400000000002,GTM94
3546,Guatemala,GTM,1995,-1.65845,GTM95
3547,Guatemala,GTM,1996,-1.31264,GTM96
3548,Guatemala,GTM,1997,-0.9072399999999999,GTM97
3549,Guatemala,GTM,1998,-0.753066,GTM98
3550,Guatemala,GTM,1999,-0.705017,GTM99
3551,Guatemala,GTM,2000,-0.703195,GTM00
3552,Guatemala,GTM,2001,-0.60641,GTM01
3553,Guatemala,GTM,2002,-0.540399,GTM02
3554,Guatemala,GTM,2003,-0.445313,GTM03
3555,Guatemala,GTM,2004,-0.386228,GTM04
3556,Guatemala,GTM,2005,-0.501787,GTM05
3557,Guatemala,GTM,2006,-0.5964619999999999,GTM06
3558,Guatemala,GTM,2007,-0.466654,GTM07
3559,Guatemala,GTM,2008,-0.29044000000000003,GTM08
3560,Guatemala,GTM,2009,-0.286475,GTM09
3561,Guatemala,GTM,2010,-0.25621,GTM10
3562,Guatemala,GTM,2011,-0.18398,GTM11
3563,Guatemala,GTM,2012,-0.092415,GTM12
3564,Guatemala,GTM,2013,0.045866000000000004,GTM13
3565,Guatemala,GTM,2014,0.046921,GTM14
3598,Guinea,GIN,1990,-0.164667,GIN90
3599,Guinea,GIN,1991,-0.27618400000000004,GIN91
3600,Guinea,GIN,1992,-0.343454,GIN92
3601,Guinea,GIN,1993,-0.435191,GIN93
3602,Guinea,GIN,1994,-0.439429,GIN94
3603,Guinea,GIN,1995,-0.500869,GIN95
3604,Guinea,GIN,1996,-0.575092,GIN96
3605,Guinea,GIN,1997,-0.556538,GIN97
3606,Guinea,GIN,1998,-0.680358,GIN98
3607,Guinea,GIN,1999,-0.8215899999999999,GIN99
3608,Guinea,GIN,2000,-0.924516,GIN00
3609,Guinea,GIN,2001,-0.8329059999999999,GIN01
