,Country Name,Country Code,Year,HR Protect Score,ID_col
5266,Macedonia,MKD,1994,0.881426,MKD94
5267,Macedonia,MKD,1995,0.864009,MKD95
5268,Macedonia,MKD,1996,0.7132310000000001,MKD96
5269,Macedonia,MKD,1997,0.454366,MKD97
5270,Macedonia,MKD,1998,0.358331,MKD98
5271,Macedonia,MKD,1999,0.283921,MKD99
5272,Macedonia,MKD,2000,0.10044700000000001,MKD00
5273,Macedonia,MKD,2001,-0.371073,MKD01
5274,Macedonia,MKD,2002,-0.29139299999999996,MKD02
5275,Macedonia,MKD,2003,-0.056676,MKD03
5276,Macedonia,MKD,2004,0.173958,MKD04
5277,Macedonia,MKD,2005,0.238483,MKD05
5278,Macedonia,MKD,2006,0.263319,MKD06
5279,Macedonia,MKD,2007,0.292379,MKD07
5280,Macedonia,MKD,2008,0.417915,MKD08
5281,Macedonia,MKD,2009,0.447884,MKD09
5282,Macedonia,MKD,2010,0.37872100000000003,MKD10
5283,Macedonia,MKD,2011,0.274623,MKD11
5284,Macedonia,MKD,2012,0.32495,MKD12
5285,Macedonia,MKD,2013,0.329829,MKD13
5286,Macedonia,MKD,2014,0.326729,MKD14
5317,Madagascar,MDG,1990,-0.256185,MDG90
5318,Madagascar,MDG,1991,-0.398943,MDG91
5319,Madagascar,MDG,1992,-0.351693,MDG92
5320,Madagascar,MDG,1993,-0.433817,MDG93
5321,Madagascar,MDG,1994,-0.214265,MDG94
5322,Madagascar,MDG,1995,-0.011247,MDG95
5323,Madagascar,MDG,1996,0.263413,MDG96
5324,Madagascar,MDG,1997,0.394548,MDG97
5325,Madagascar,MDG,1998,0.44846499999999995,MDG98
5326,Madagascar,MDG,1999,0.46099700000000005,MDG99
5327,Madagascar,MDG,2000,0.417907,MDG00
5328,Madagascar,MDG,2001,0.24030300000000002,MDG01
5329,Madagascar,MDG,2002,-0.106991,MDG02
5330,Madagascar,MDG,2003,0.125221,MDG03
5331,Madagascar,MDG,2004,0.177551,MDG04
5332,Madagascar,MDG,2005,0.080057,MDG05
5333,Madagascar,MDG,2006,0.03581,MDG06
5334,Madagascar,MDG,2007,-0.047928,MDG07
5335,Madagascar,MDG,2008,-0.294846,MDG08
5336,Madagascar,MDG,2009,-0.773414,MDG09
5337,Madagascar,MDG,2010,-0.764127,MDG10
5338,Madagascar,MDG,2011,-0.721246,MDG11
5339,Madagascar,MDG,2012,-0.739811,MDG12
5340,Madagascar,MDG,2013,-0.669146,MDG13
5341,Madagascar,MDG,2014,-0.6332909999999999,MDG14
5368,Malawi,MWI,1990,-0.500476,MWI90
5369,Malawi,MWI,1991,-0.46652,MWI91
5370,Malawi,MWI,1992,-0.400554,MWI92
5371,Malawi,MWI,1993,-0.05244,MWI93
5372,Malawi,MWI,1994,0.13756300000000002,MWI94
5373,Malawi,MWI,1995,0.296427,MWI95
5374,Malawi,MWI,1996,0.199033,MWI96
5375,Malawi,MWI,1997,0.217261,MWI97
5376,Malawi,MWI,1998,0.356482,MWI98
5377,Malawi,MWI,1999,0.309324,MWI99
5378,Malawi,MWI,2000,0.295752,MWI00
5379,Malawi,MWI,2001,0.104423,MWI01
5380,Malawi,MWI,2002,-0.13164800000000002,MWI02
5381,Malawi,MWI,2003,-0.237804,MWI03
5382,Malawi,MWI,2004,-0.196232,MWI04
5383,Malawi,MWI,2005,-0.291308,MWI05
5384,Malawi,MWI,2006,-0.368096,MWI06
5385,Malawi,MWI,2007,-0.300414,MWI07
5386,Malawi,MWI,2008,-0.22625900000000002,MWI08
5387,Malawi,MWI,2009,-0.09349400000000001,MWI09
5388,Malawi,MWI,2010,-0.15328599999999998,MWI10
5389,Malawi,MWI,2011,-0.222262,MWI11
5390,Malawi,MWI,2012,-0.139324,MWI12
5391,Malawi,MWI,2013,-0.032029,MWI13
5392,Malawi,MWI,2014,-0.018853,MWI14
5426,Malaysia,MYS,1990,0.262506,MYS90
5427,Malaysia,MYS,1991,0.314481,MYS91
5428,Malaysia,MYS,1992,0.436434,MYS92
5429,Malaysia,MYS,1993,0.476937,MYS93
5430,Malaysia,MYS,1994,0.330771,MYS94
5431,Malaysia,MYS,1995,0.18595,MYS95
5432,Malaysia,MYS,1996,0.24634899999999998,MYS96
5433,Malaysia,MYS,1997,0.102653,MYS97
5434,Malaysia,MYS,1998,-0.11561199999999999,MYS98
5435,Malaysia,MYS,1999,-0.063278,MYS99
5436,Malaysia,MYS,2000,-0.116346,MYS00
5437,Malaysia,MYS,2001,-0.018543,MYS01
5438,Malaysia,MYS,2002,-0.023295,MYS02
5439,Malaysia,MYS,2003,-0.092315,MYS03
5440,Malaysia,MYS,2004,-0.135657,MYS04
5441,Malaysia,MYS,2005,-0.100899,MYS05
5442,Malaysia,MYS,2006,-0.10853299999999999,MYS06
5443,Malaysia,MYS,2007,-0.073663,MYS07
5444,Malaysia,MYS,2008,0.030047000000000004,MYS08
5445,Malaysia,MYS,2009,0.08396,MYS09
5446,Malaysia,MYS,2010,0.056086000000000004,MYS10
5447,Malaysia,MYS,2011,-0.073334,MYS11
5448,Malaysia,MYS,2012,-0.026189999999999998,MYS12
5449,Malaysia,MYS,2013,0.034538,MYS13
5450,Malaysia,MYS,2014,0.039387,MYS14
5476,Maldives,MDV,1990,0.77618,MDV90
5477,Maldives,MDV,1991,0.651411,MDV91
5478,Maldives,MDV,1992,0.601748,MDV92
5479,Maldives,MDV,1993,0.619203,MDV93
5480,Maldives,MDV,1994,0.71344,MDV94
5481,Maldives,MDV,1995,0.65858,MDV95
5482,Maldives,MDV,1996,0.709659,MDV96
5483,Maldives,MDV,1997,0.860152,MDV97
5484,Maldives,MDV,1998,0.9216780000000001,MDV98
5485,Maldives,MDV,1999,0.9315549999999999,MDV99
5486,Maldives,MDV,2000,0.8804690000000001,MDV00
5487,Maldives,MDV,2001,0.743009,MDV01
5488,Maldives,MDV,2002,0.586208,MDV02
5489,Maldives,MDV,2003,0.486476,MDV03
5490,Maldives,MDV,2004,0.409412,MDV04
5491,Maldives,MDV,2005,0.358579,MDV05
5492,Maldives,MDV,2006,0.307973,MDV06
5493,Maldives,MDV,2007,0.41005,MDV07
5494,Maldives,MDV,2008,0.654543,MDV08
5495,Maldives,MDV,2009,0.8272079999999999,MDV09
5496,Maldives,MDV,2010,0.76531,MDV10
5497,Maldives,MDV,2011,0.710136,MDV11
5498,Maldives,MDV,2012,0.619455,MDV12
5499,Maldives,MDV,2013,0.774043,MDV13
5500,Maldives,MDV,2014,0.775579,MDV14
5531,Mali,MLI,1990,-0.548279,MLI90
5532,Mali,MLI,1991,-0.74537,MLI91
5533,Mali,MLI,1992,-0.487083,MLI92
5534,Mali,MLI,1993,-0.120189,MLI93
5535,Mali,MLI,1994,-0.10633499999999999,MLI94
5536,Mali,MLI,1995,0.280659,MLI95
5537,Mali,MLI,1996,0.745965,MLI96
5538,Mali,MLI,1997,0.614286,MLI97
5539,Mali,MLI,1998,0.603503,MLI98
5540,Mali,MLI,1999,0.71345,MLI99
5541,Mali,MLI,2000,0.756555,MLI00
5542,Mali,MLI,2001,0.814311,MLI01
5543,Mali,MLI,2002,0.815282,MLI02
5544,Mali,MLI,2003,0.7667039999999999,MLI03
5545,Mali,MLI,2004,0.7417,MLI04
5546,Mali,MLI,2005,0.629754,MLI05
5547,Mali,MLI,2006,0.477605,MLI06
5548,Mali,MLI,2007,0.34015,MLI07
5549,Mali,MLI,2008,0.298833,MLI08
5550,Mali,MLI,2009,0.321052,MLI09
5551,Mali,MLI,2010,0.25898899999999997,MLI10
5552,Mali,MLI,2011,0.082564,MLI11
5553,Mali,MLI,2012,-0.391428,MLI12
5554,Mali,MLI,2013,-0.6333949999999999,MLI13
5555,Mali,MLI,2014,-0.609456,MLI14
5582,Malta,MLT,1990,1.9255200000000001,MLT90
5583,Malta,MLT,1991,1.9542599999999999,MLT91
5584,Malta,MLT,1992,1.9790299999999998,MLT92
5585,Malta,MLT,1993,1.99785,MLT93
5586,Malta,MLT,1994,2.00921,MLT94
5587,Malta,MLT,1995,2.0108200000000003,MLT95
5588,Malta,MLT,1996,2.0102900000000004,MLT96
5589,Malta,MLT,1997,2.00085,MLT97
5590,Malta,MLT,1998,1.9933299999999998,MLT98
5591,Malta,MLT,1999,1.9713200000000002,MLT99
5592,Malta,MLT,2000,1.95344,MLT00
5593,Malta,MLT,2001,1.9287400000000001,MLT01
5594,Malta,MLT,2002,1.8496,MLT02
5595,Malta,MLT,2003,1.75702,MLT03
5596,Malta,MLT,2004,1.57501,MLT04
5597,Malta,MLT,2005,1.47116,MLT05
5598,Malta,MLT,2006,1.41352,MLT06
5599,Malta,MLT,2007,1.39343,MLT07
5600,Malta,MLT,2008,1.38734,MLT08
5601,Malta,MLT,2009,1.51617,MLT09
5602,Malta,MLT,2010,1.60717,MLT10
5603,Malta,MLT,2011,1.67592,MLT11
5604,Malta,MLT,2012,1.7369,MLT12
5605,Malta,MLT,2013,1.75269,MLT13
5606,Malta,MLT,2014,1.7604,MLT14
5607,Marshall Islands,MHL,1991,1.46367,MHL91
5608,Marshall Islands,MHL,1992,1.54703,MHL92
5609,Marshall Islands,MHL,1993,1.63284,MHL93
5610,Marshall Islands,MHL,1994,1.7144700000000002,MHL94
5611,Marshall Islands,MHL,1995,1.80834,MHL95
5612,Marshall Islands,MHL,1996,1.8966900000000002,MHL96
5613,Marshall Islands,MHL,1997,1.9785400000000002,MHL97
5614,Marshall Islands,MHL,1998,2.07855,MHL98
5615,Marshall Islands,MHL,1999,2.1635299999999997,MHL99
5616,Marshall Islands,MHL,2000,2.25715,MHL00
5617,Marshall Islands,MHL,2001,2.3424400000000003,MHL01
5618,Marshall Islands,MHL,2002,2.40251,MHL02
5619,Marshall Islands,MHL,2003,2.47179,MHL03
5620,Marshall Islands,MHL,2004,2.51123,MHL04
5621,Marshall Islands,MHL,2005,2.53675,MHL05
5622,Marshall Islands,MHL,2006,2.54412,MHL06
5623,Marshall Islands,MHL,2007,2.5251900000000003,MHL07
5624,Marshall Islands,MHL,2008,2.49349,MHL08
5625,Marshall Islands,MHL,2009,2.44292,MHL09
5626,Marshall Islands,MHL,2010,2.3667700000000003,MHL10
5627,Marshall Islands,MHL,2011,2.37905,MHL11
5628,Marshall Islands,MHL,2012,2.37553,MHL12
5629,Marshall Islands,MHL,2013,2.37506,MHL13
5630,Marshall Islands,MHL,2014,2.3738900000000003,MHL14
5661,Mauritania,MRT,1990,-1.1469799999999999,MRT90
5662,Mauritania,MRT,1991,-1.18072,MRT91
5663,Mauritania,MRT,1992,-0.8813059999999999,MRT92
5664,Mauritania,MRT,1993,-0.393389,MRT93
5665,Mauritania,MRT,1994,-0.049979,MRT94
5666,Mauritania,MRT,1995,0.14591800000000002,MRT95
5667,Mauritania,MRT,1996,0.303873,MRT96
5668,Mauritania,MRT,1997,0.14448699999999998,MRT97
5669,Mauritania,MRT,1998,0.262219,MRT98
5670,Mauritania,MRT,1999,0.23262199999999997,MRT99
5671,Mauritania,MRT,2000,0.15137,MRT00
5672,Mauritania,MRT,2001,0.06334,MRT01
5673,Mauritania,MRT,2002,-0.116445,MRT02
5674,Mauritania,MRT,2003,-0.200781,MRT03
5675,Mauritania,MRT,2004,-0.264239,MRT04
5676,Mauritania,MRT,2005,-0.405177,MRT05
5677,Mauritania,MRT,2006,-0.313246,MRT06
5678,Mauritania,MRT,2007,-0.282566,MRT07
5679,Mauritania,MRT,2008,-0.309104,MRT08
5680,Mauritania,MRT,2009,-0.28478200000000004,MRT09
5681,Mauritania,MRT,2010,-0.196695,MRT10
5682,Mauritania,MRT,2011,-0.25205500000000003,MRT11
5683,Mauritania,MRT,2012,-0.112678,MRT12
5684,Mauritania,MRT,2013,-0.00116,MRT13
5685,Mauritania,MRT,2014,-0.008361,MRT14
5708,Mauritius,MUS,1990,1.66895,MUS90
5709,Mauritius,MUS,1991,1.541,MUS91
5710,Mauritius,MUS,1992,1.436,MUS92
5711,Mauritius,MUS,1993,1.22299,MUS93
5712,Mauritius,MUS,1994,1.05484,MUS94
5713,Mauritius,MUS,1995,1.14713,MUS95
5714,Mauritius,MUS,1996,1.07974,MUS96
5715,Mauritius,MUS,1997,0.9877729999999999,MUS97
5716,Mauritius,MUS,1998,0.7640899999999999,MUS98
5717,Mauritius,MUS,1999,0.553954,MUS99
5718,Mauritius,MUS,2000,0.506825,MUS00
5719,Mauritius,MUS,2001,0.510171,MUS01
5720,Mauritius,MUS,2002,0.756871,MUS02
5721,Mauritius,MUS,2003,0.8460340000000001,MUS03
5722,Mauritius,MUS,2004,0.7233609999999999,MUS04
5723,Mauritius,MUS,2005,0.598479,MUS05
5724,Mauritius,MUS,2006,0.430654,MUS06
5725,Mauritius,MUS,2007,0.421612,MUS07
5726,Mauritius,MUS,2008,0.41845699999999997,MUS08
5727,Mauritius,MUS,2009,0.43505900000000003,MUS09
5728,Mauritius,MUS,2010,0.445959,MUS10
5729,Mauritius,MUS,2011,0.476259,MUS11
5730,Mauritius,MUS,2012,0.440961,MUS12
5731,Mauritius,MUS,2013,0.42097299999999993,MUS13
5732,Mauritius,MUS,2014,0.429054,MUS14
5774,Mexico,MEX,1990,-1.01842,MEX90
5775,Mexico,MEX,1991,-0.9904569999999999,MEX91
5776,Mexico,MEX,1992,-0.95296,MEX92
5777,Mexico,MEX,1993,-1.06871,MEX93
5778,Mexico,MEX,1994,-1.21504,MEX94
5779,Mexico,MEX,1995,-1.22685,MEX95
5780,Mexico,MEX,1996,-1.19664,MEX96
5781,Mexico,MEX,1997,-1.1066,MEX97
5782,Mexico,MEX,1998,-0.952842,MEX98
5783,Mexico,MEX,1999,-0.882228,MEX99
5784,Mexico,MEX,2000,-0.8661709999999999,MEX00
5785,Mexico,MEX,2001,-0.8523930000000001,MEX01
5786,Mexico,MEX,2002,-0.8393370000000001,MEX02
5787,Mexico,MEX,2003,-0.796154,MEX03
5788,Mexico,MEX,2004,-0.7953680000000001,MEX04
5789,Mexico,MEX,2005,-0.8309139999999999,MEX05
5790,Mexico,MEX,2006,-0.9685540000000001,MEX06
5791,Mexico,MEX,2007,-0.944551,MEX07
5792,Mexico,MEX,2008,-1.03544,MEX08
5793,Mexico,MEX,2009,-1.1178700000000001,MEX09
5794,Mexico,MEX,2010,-1.139,MEX10
5795,Mexico,MEX,2011,-1.1391200000000001,MEX11
5796,Mexico,MEX,2012,-1.1794200000000001,MEX12
5797,Mexico,MEX,2013,-1.16725,MEX13
5798,Mexico,MEX,2014,-1.21272,MEX14
5799,Micronesia (country),FSM,1991,0.857641,FSM91
5800,Micronesia (country),FSM,1992,0.9090010000000001,FSM92
5801,Micronesia (country),FSM,1993,0.963341,FSM93
5802,Micronesia (country),FSM,1994,1.01019,FSM94
5803,Micronesia (country),FSM,1995,1.05629,FSM95
5804,Micronesia (country),FSM,1996,1.10274,FSM96
5805,Micronesia (country),FSM,1997,1.14662,FSM97
5806,Micronesia (country),FSM,1998,1.1929299999999998,FSM98
5807,Micronesia (country),FSM,1999,1.24179,FSM99
5808,Micronesia (country),FSM,2000,1.29197,FSM00
5809,Micronesia (country),FSM,2001,1.33182,FSM01
5810,Micronesia (country),FSM,2002,1.29263,FSM02
5811,Micronesia (country),FSM,2003,1.25514,FSM03
5812,Micronesia (country),FSM,2004,1.2209,FSM04
5813,Micronesia (country),FSM,2005,1.2158799999999998,FSM05
5814,Micronesia (country),FSM,2006,1.2133399999999999,FSM06
5815,Micronesia (country),FSM,2007,1.2234,FSM07
5816,Micronesia (country),FSM,2008,1.25165,FSM08
5817,Micronesia (country),FSM,2009,1.29366,FSM09
5818,Micronesia (country),FSM,2010,1.3456,FSM10
5819,Micronesia (country),FSM,2011,1.3194700000000001,FSM11
5820,Micronesia (country),FSM,2012,1.31718,FSM12
5821,Micronesia (country),FSM,2013,1.3153299999999999,FSM13
5822,Micronesia (country),FSM,2014,1.30984,FSM14
5823,Moldova,MDA,1991,-0.304728,MDA91
5824,Moldova,MDA,1992,-0.337781,MDA92
5825,Moldova,MDA,1993,-0.031603,MDA93
5826,Moldova,MDA,1994,0.263698,MDA94
5827,Moldova,MDA,1995,0.563056,MDA95
5828,Moldova,MDA,1996,0.612809,MDA96
5829,Moldova,MDA,1997,0.613192,MDA97
5830,Moldova,MDA,1998,0.651891,MDA98
5831,Moldova,MDA,1999,0.397066,MDA99
5832,Moldova,MDA,2000,0.323956,MDA00
5833,Moldova,MDA,2001,0.315294,MDA01
5834,Moldova,MDA,2002,0.230033,MDA02
5835,Moldova,MDA,2003,0.004378,MDA03
5836,Moldova,MDA,2004,-0.146346,MDA04
5837,Moldova,MDA,2005,-0.093557,MDA05
5838,Moldova,MDA,2006,-0.055765999999999996,MDA06
5839,Moldova,MDA,2007,-0.046393000000000004,MDA07
5840,Moldova,MDA,2008,-0.133502,MDA08
5841,Moldova,MDA,2009,-0.300331,MDA09
5842,Moldova,MDA,2010,-0.263816,MDA10
5843,Moldova,MDA,2011,-0.139282,MDA11
5844,Moldova,MDA,2012,-0.090699,MDA12
5845,Moldova,MDA,2013,0.010988,MDA13
5846,Moldova,MDA,2014,0.015412,MDA14
5847,Monaco,MCO,1993,1.7307,MCO93
5848,Monaco,MCO,1994,1.82856,MCO94
5849,Monaco,MCO,1995,1.9281700000000002,MCO95
5850,Monaco,MCO,1996,2.03821,MCO96
5851,Monaco,MCO,1997,2.1423099999999997,MCO97
5852,Monaco,MCO,1998,2.25256,MCO98
5853,Monaco,MCO,1999,2.36373,MCO99
5854,Monaco,MCO,2000,2.47247,MCO00
5855,Monaco,MCO,2001,2.58115,MCO01
5856,Monaco,MCO,2002,2.6625900000000002,MCO02
5857,Monaco,MCO,2003,2.7521400000000003,MCO03
5858,Monaco,MCO,2004,2.82709,MCO04
5859,Monaco,MCO,2005,2.88761,MCO05
5860,Monaco,MCO,2006,2.93382,MCO06
5861,Monaco,MCO,2007,2.9614700000000003,MCO07
5862,Monaco,MCO,2008,2.98617,MCO08
5863,Monaco,MCO,2009,3.00642,MCO09
5864,Monaco,MCO,2010,3.01663,MCO10
5865,Monaco,MCO,2011,3.01478,MCO11
5866,Monaco,MCO,2012,3.00605,MCO12
5867,Monaco,MCO,2013,3.00608,MCO13
5868,Monaco,MCO,2014,3.0020700000000002,MCO14
5910,Mongolia,MNG,1990,1.9589599999999998,MNG90
5911,Mongolia,MNG,1991,1.9455099999999999,MNG91
5912,Mongolia,MNG,1992,1.8490099999999998,MNG92
5913,Mongolia,MNG,1993,1.63695,MNG93
5914,Mongolia,MNG,1994,1.3746399999999999,MNG94
5915,Mongolia,MNG,1995,1.0828200000000001,MNG95
5916,Mongolia,MNG,1996,1.03102,MNG96
5917,Mongolia,MNG,1997,1.00176,MNG97
5918,Mongolia,MNG,1998,0.854102,MNG98
5919,Mongolia,MNG,1999,0.9184979999999999,MNG99
5920,Mongolia,MNG,2000,0.9007780000000001,MNG00
5921,Mongolia,MNG,2001,0.849693,MNG01
5922,Mongolia,MNG,2002,0.591543,MNG02
5923,Mongolia,MNG,2003,0.288267,MNG03
5924,Mongolia,MNG,2004,0.11461400000000001,MNG04
5925,Mongolia,MNG,2005,-0.002947,MNG05
5926,Mongolia,MNG,2006,-0.130769,MNG06
5927,Mongolia,MNG,2007,-0.187384,MNG07
5928,Mongolia,MNG,2008,-0.232073,MNG08
5929,Mongolia,MNG,2009,-0.023844,MNG09
5930,Mongolia,MNG,2010,0.095029,MNG10
5931,Mongolia,MNG,2011,0.207906,MNG11
5932,Mongolia,MNG,2012,0.38263800000000003,MNG12
5933,Mongolia,MNG,2013,0.381656,MNG13
5934,Mongolia,MNG,2014,0.383481,MNG14
5935,Montenegro,MNE,2006,0.48382,MNE06
5936,Montenegro,MNE,2007,0.517714,MNE07
5937,Montenegro,MNE,2008,0.597588,MNE08
5938,Montenegro,MNE,2009,0.680549,MNE09
5939,Montenegro,MNE,2010,0.78971,MNE10
5940,Montenegro,MNE,2011,0.828432,MNE11
5941,Montenegro,MNE,2012,0.787342,MNE12
5942,Montenegro,MNE,2013,0.700675,MNE13
5943,Montenegro,MNE,2014,0.710568,MNE14
5978,Morocco,MAR,1990,-0.698747,MAR90
5979,Morocco,MAR,1991,-0.58336,MAR91
5980,Morocco,MAR,1992,-0.539338,MAR92
5981,Morocco,MAR,1993,-0.551175,MAR93
5982,Morocco,MAR,1994,-0.481125,MAR94
5983,Morocco,MAR,1995,-0.42203999999999997,MAR95
5984,Morocco,MAR,1996,-0.306634,MAR96
5985,Morocco,MAR,1997,-0.221011,MAR97
5986,Morocco,MAR,1998,0.020266,MAR98
5987,Morocco,MAR,1999,0.029991000000000004,MAR99
5988,Morocco,MAR,2000,-0.021425,MAR00
5989,Morocco,MAR,2001,0.09081900000000001,MAR01
5990,Morocco,MAR,2002,0.017875,MAR02
5991,Morocco,MAR,2003,-0.148015,MAR03
5992,Morocco,MAR,2004,-0.279132,MAR04
5993,Morocco,MAR,2005,-0.43852700000000006,MAR05
5994,Morocco,MAR,2006,-0.465862,MAR06
5995,Morocco,MAR,2007,-0.474621,MAR07
5996,Morocco,MAR,2008,-0.467454,MAR08
5997,Morocco,MAR,2009,-0.437409,MAR09
5998,Morocco,MAR,2010,-0.495824,MAR10
5999,Morocco,MAR,2011,-0.553602,MAR11
6000,Morocco,MAR,2012,-0.518762,MAR12
6001,Morocco,MAR,2013,-0.447223,MAR13
6002,Morocco,MAR,2014,-0.42866800000000005,MAR14
6018,Mozambique,MOZ,1990,-1.15172,MOZ90
6019,Mozambique,MOZ,1991,-1.15393,MOZ91
6020,Mozambique,MOZ,1992,-1.18882,MOZ92
6021,Mozambique,MOZ,1993,-0.8474709999999999,MOZ93
6022,Mozambique,MOZ,1994,-0.747001,MOZ94
6023,Mozambique,MOZ,1995,-0.605614,MOZ95
6024,Mozambique,MOZ,1996,-0.6144029999999999,MOZ96
6025,Mozambique,MOZ,1997,-0.593809,MOZ97
6026,Mozambique,MOZ,1998,-0.579288,MOZ98
6027,Mozambique,MOZ,1999,-0.46723000000000003,MOZ99
6028,Mozambique,MOZ,2000,-0.594089,MOZ00
6029,Mozambique,MOZ,2001,-0.46832299999999993,MOZ01
6030,Mozambique,MOZ,2002,-0.401429,MOZ02
6031,Mozambique,MOZ,2003,-0.359468,MOZ03
6032,Mozambique,MOZ,2004,-0.45217299999999994,MOZ04
6033,Mozambique,MOZ,2005,-0.43931400000000004,MOZ05
6034,Mozambique,MOZ,2006,-0.44099399999999994,MOZ06
6035,Mozambique,MOZ,2007,-0.470999,MOZ07
6036,Mozambique,MOZ,2008,-0.45103699999999997,MOZ08
6037,Mozambique,MOZ,2009,-0.465954,MOZ09
6038,Mozambique,MOZ,2010,-0.538239,MOZ10
6039,Mozambique,MOZ,2011,-0.5060279999999999,MOZ11
6040,Mozambique,MOZ,2012,-0.5182939999999999,MOZ12
6041,Mozambique,MOZ,2013,-0.517969,MOZ13
6042,Mozambique,MOZ,2014,-0.49839700000000003,MOZ14
6084,Myanmar,MMR,1990,-1.6056,MMR90
6085,Myanmar,MMR,1991,-1.65552,MMR91
6086,Myanmar,MMR,1992,-1.78905,MMR92
6087,Myanmar,MMR,1993,-1.8303599999999998,MMR93
6088,Myanmar,MMR,1994,-1.8252,MMR94
6089,Myanmar,MMR,1995,-1.81411,MMR95
6090,Myanmar,MMR,1996,-1.7094099999999999,MMR96
6091,Myanmar,MMR,1997,-1.8602400000000001,MMR97
6092,Myanmar,MMR,1998,-1.8614400000000002,MMR98
6093,Myanmar,MMR,1999,-1.77275,MMR99
6094,Myanmar,MMR,2000,-1.81692,MMR00
6095,Myanmar,MMR,2001,-1.63677,MMR01
6096,Myanmar,MMR,2002,-1.54779,MMR02
6097,Myanmar,MMR,2003,-1.68258,MMR03
6098,Myanmar,MMR,2004,-1.7090599999999998,MMR04
6099,Myanmar,MMR,2005,-1.7937,MMR05
6100,Myanmar,MMR,2006,-1.96425,MMR06
6101,Myanmar,MMR,2007,-2.08569,MMR07
6102,Myanmar,MMR,2008,-1.99443,MMR08
6103,Myanmar,MMR,2009,-1.8828,MMR09
6104,Myanmar,MMR,2010,-1.96163,MMR10
6105,Myanmar,MMR,2011,-1.8707900000000002,MMR11
6106,Myanmar,MMR,2012,-1.76548,MMR12
6107,Myanmar,MMR,2013,-1.7084400000000002,MMR13
6108,Myanmar,MMR,2014,-1.78834,MMR14
6123,Namibia,NAM,1990,-0.017827000000000003,NAM90
6124,Namibia,NAM,1991,0.222617,NAM91
6125,Namibia,NAM,1992,0.28236500000000003,NAM92
6126,Namibia,NAM,1993,0.36789099999999997,NAM93
6127,Namibia,NAM,1994,0.41689899999999996,NAM94
6128,Namibia,NAM,1995,0.34334699999999996,NAM95
6129,Namibia,NAM,1996,0.35561,NAM96
6130,Namibia,NAM,1997,0.196465,NAM97
6131,Namibia,NAM,1998,-0.053086,NAM98
6132,Namibia,NAM,1999,-0.31258600000000003,NAM99
6133,Namibia,NAM,2000,-0.288479,NAM00
6134,Namibia,NAM,2001,-0.360375,NAM01
6135,Namibia,NAM,2002,-0.34078400000000003,NAM02
6136,Namibia,NAM,2003,-0.088047,NAM03
6137,Namibia,NAM,2004,0.170284,NAM04
6138,Namibia,NAM,2005,0.279835,NAM05
6139,Namibia,NAM,2006,0.312372,NAM06
6140,Namibia,NAM,2007,0.424228,NAM07
6141,Namibia,NAM,2008,0.57409,NAM08
6142,Namibia,NAM,2009,0.6168710000000001,NAM09
6143,Namibia,NAM,2010,0.479092,NAM10
6144,Namibia,NAM,2011,0.35641,NAM11
6145,Namibia,NAM,2012,0.374664,NAM12
6146,Namibia,NAM,2013,0.378827,NAM13
6147,Namibia,NAM,2014,0.379103,NAM14
6148,Nauru,NRU,1999,2.22453,NRU99
6149,Nauru,NRU,2000,2.3589900000000004,NRU00
6150,Nauru,NRU,2001,2.4847099999999998,NRU01
6151,Nauru,NRU,2002,2.59426,NRU02
6152,Nauru,NRU,2003,2.69463,NRU03
6153,Nauru,NRU,2004,2.77916,NRU04
6154,Nauru,NRU,2005,2.8458799999999997,NRU05
6155,Nauru,NRU,2006,2.90951,NRU06
6156,Nauru,NRU,2007,2.96597,NRU07
6157,Nauru,NRU,2008,3.00507,NRU08
6158,Nauru,NRU,2009,3.0303,NRU09
6159,Nauru,NRU,2010,3.05272,NRU10
6160,Nauru,NRU,2011,3.06684,NRU11
6161,Nauru,NRU,2012,3.06989,NRU12
6162,Nauru,NRU,2013,3.06842,NRU13
6163,Nauru,NRU,2014,3.07248,NRU14
6205,Nepal,NPL,1990,-0.697336,NPL90
6206,Nepal,NPL,1991,-0.589241,NPL91
6207,Nepal,NPL,1992,-0.591471,NPL92
6208,Nepal,NPL,1993,-0.596899,NPL93
6209,Nepal,NPL,1994,-0.5120979999999999,NPL94
6210,Nepal,NPL,1995,-0.664241,NPL95
6211,Nepal,NPL,1996,-0.944772,NPL96
6212,Nepal,NPL,1997,-1.10958,NPL97
6213,Nepal,NPL,1998,-1.37895,NPL98
6214,Nepal,NPL,1999,-1.43566,NPL99
6215,Nepal,NPL,2000,-1.6294600000000001,NPL00
6216,Nepal,NPL,2001,-1.7293,NPL01
6217,Nepal,NPL,2002,-1.87162,NPL02
6218,Nepal,NPL,2003,-1.8533,NPL03
6219,Nepal,NPL,2004,-1.9968,NPL04
6220,Nepal,NPL,2005,-2.04255,NPL05
6221,Nepal,NPL,2006,-1.8358700000000001,NPL06
6222,Nepal,NPL,2007,-1.37378,NPL07
6223,Nepal,NPL,2008,-1.28799,NPL08
6224,Nepal,NPL,2009,-1.2116,NPL09
6225,Nepal,NPL,2010,-1.04003,NPL10
6226,Nepal,NPL,2011,-0.810537,NPL11
6227,Nepal,NPL,2012,-0.558175,NPL12
6228,Nepal,NPL,2013,-0.300749,NPL13
6229,Nepal,NPL,2014,-0.299633,NPL14
6271,Netherlands,NLD,1990,3.27975,NLD90
